Combination,Average Score
"띠아, 리다이린, 엠마",23.333333333333332
"니키, 아델라, 엠마",4.0
"리다이린, 매그너스, 버니스",20.333333333333332
"데비와 마를렌, 마르티나, 마이",15.833333333333334
"레녹스, 로지, 헤이즈",17.77777777777778
"라우라, 아드리아나, 펠릭스",19.666666666666668
"마이, 아디나, 펠릭스",19.22222222222222
"마커스, 자히르, 피올로",27.0
"수아, 알론소, 츠바메",27.5
"레녹스, 재키, 혜진",23.0
"아이솔, 알렉스, 피오라",11.0
"리다이린, 마커스, 자히르",15.0
"아비게일, 요한, 이안",16.333333333333332
"다니엘, 데비와 마를렌, 르노어",5.333333333333333
"실비아, 아야, 프리야",46.0
"바바라, 알렉스, 자히르",17.25
"다르코, 아야, 피오라",17.625
"라우라, 아이솔, 얀",18.6
"레온, 일레븐, 피올로",12.0
"에스텔, 테오도르, 피오라",32.75
"마이, 얀, 테오도르",8.4
"데비와 마를렌, 레니, 츠바메",24.5
"로지, 얀, 에스텔",8.0
"데비와 마를렌, 바냐, 아이솔",19.125
"데비와 마를렌, 얀, 클로에",25.2
"니키, 아델라, 테오도르",19.25
"쇼이치, 아델라, 아드리아나",6.0
"비앙카, 아디나, 엘레나",21.25
"레니, 아이솔, 유키",24.333333333333332
"셀린, 얀, 에이든",13.714285714285714
"가넷, 아드리아나, 아이작",14.25
"매그너스, 버니스, 유키",21.666666666666668
"아비게일, 유민, 캐시",11.0
"가넷, 레온, 리오",16.0
"아비게일, 요한, 캐시",20.0
"레녹스, 아비게일, 카티야",21.125
"바냐, 아델라, 에스텔",5.0
"니키, 리다이린, 샬럿",9.0
"바냐, 아델라, 에이든",26.25
"라우라, 바냐, 알렉스",19.5
"버니스, 재키, 카밀로",43.0
"나타폰, 다르코, 피오라",20.857142857142858
"레녹스, 아비게일, 에키온",19.0
"라우라, 에이든, 펠릭스",13.0
"리다이린, 시셀라, 피오라",17.0
"나딘, 다르코, 로지",3.0
"띠아, 레녹스, 루크",22.857142857142858
"비앙카, 아르다, 윌리엄",6.0
"수아, 얀, 일레븐",17.0
"아야, 얀, 하트",10.0
"아비게일, 에이든, 헤이즈",24.0
"버니스, 알론소, 혜진",10.75
"로지, 재키, 현우",17.571428571428573
"버니스, 아델라, 알론소",36.0
"라우라, 리다이린, 피올로",31.6
"클로에, 키아라, 피오라",26.0
"버니스, 아비게일, 케네스",15.2
"다르코, 아야, 프리야",21.4
"매그너스, 실비아, 자히르",32.75
"로지, 아비게일, 유키",25.5
"레녹스, 마르티나, 칼라",8.0
"나타폰, 얀, 이안",16.75
"마이, 아드리아나, 츠바메",11.5
"루크, 비앙카, 엠마",14.666666666666666
"아디나, 아야, 유키",19.833333333333332
"나타폰, 마이, 아디나",26.666666666666668
"루크, 알렉스, 에스텔",19.4
"라우라, 바냐, 샬럿",18.6
"가넷, 루크, 버니스",17.384615384615383
"나딘, 마이, 키아라",19.5
"다니엘, 매그너스, 하트",17.75
"마이, 바냐, 유키",14.0
"수아, 아야, 재키",10.0
"쇼이치, 유키, 피오라",18.666666666666668
"가넷, 다르코, 아드리아나",15.0
"데비와 마를렌, 아르다, 캐시",8.0
"르노어, 에키온, 유민",31.5
"다르코, 얀, 헤이즈",21.083333333333332
"에키온, 이바, 칼라",9.5
"쇼이치, 엘레나, 자히르",27.22222222222222
"마이, 시셀라, 카밀로",13.333333333333334
"레온, 유키, 자히르",16.0
"데비와 마를렌, 쇼이치, 아르다",23.666666666666668
"레니, 아비게일, 츠바메",36.0
"아비게일, 아이솔, 유키",19.0
"루크, 아르다, 카밀로",26.0
"엘레나, 케네스, 타지아",8.0
"가넷, 버니스, 피오라",20.6
"리오, 매그너스, 재키",18.428571428571427
"마커스, 시셀라, 아야",16.714285714285715
"매그너스, 시셀라, 아이솔",18.333333333333332
"가넷, 아이솔, 헤이즈",18.176470588235293
"에키온, 케네스, 헤이즈",17.0
"나타폰, 얀, 현우",17.25
"루크, 르노어, 리오",27.4
"비앙카, 카티야, 케네스",18.8
"마이, 아델라, 아비게일",10.0
"마르티나, 엘레나, 피오라",48.0
"쇼우, 실비아, 카티야",20.5
"다르코, 비앙카, 하트",19.333333333333332
"나딘, 마이, 캐시",13.4
"니키, 유민, 피올로",13.666666666666666
"쇼이치, 케네스, 헤이즈",22.272727272727273
"라우라, 르노어, 비앙카",21.833333333333332
"아델라, 아드리아나, 유키",23.0
"가넷, 하트, 헤이즈",25.6
"레니, 아야, 캐시",17.0
"리오, 아비게일, 캐시",12.0
"데비와 마를렌, 알론소, 테오도르",12.5
"레녹스, 이바, 현우",8.0
"버니스, 아야, 카티야",16.0
"실비아, 아델라, 아이작",9.0
"이바, 캐시, 피올로",16.5
"아이솔, 에스텔, 유키",16.25
"다니엘, 쇼우, 카밀로",10.0
"다니엘, 아야, 엘레나",23.75
"시셀라, 키아라, 피오라",15.5
"아야, 요한, 하트",41.0
"가넷, 윌리엄, 피올로",16.5
"가넷, 아이솔, 알렉스",14.666666666666666
"셀린, 알렉스, 캐시",16.0
"수아, 아드리아나, 에이든",24.333333333333332
"마이, 카밀로, 피올로",24.5
"레녹스, 알렉스, 칼라",22.5
"마이, 쇼우, 헤이즈",20.0
"데비와 마를렌, 윌리엄, 피오라",25.0
"띠아, 라우라, 에키온",11.0
"아드리아나, 유키, 케네스",15.5
"윌리엄, 자히르, 케네스",30.0
"에스텔, 엘레나, 카티야",18.0
"라우라, 아비게일, 현우",24.0
"다니엘, 라우라, 시셀라",21.625
"매그너스, 버니스, 얀",15.75
"레녹스, 비앙카, 재키",31.5
"다니엘, 버니스, 케네스",23.0
"마이, 재키, 츠바메",17.0
"가넷, 르노어, 제니",23.666666666666668
"다르코, 매그너스, 수아",21.5
"마커스, 얀, 윌리엄",8.333333333333334
"마이, 비앙카, 카티야",18.526315789473685
"리오, 마이, 칼라",22.583333333333332
"데비와 마를렌, 에이든, 엘레나",28.5
"레녹스, 르노어, 케네스",21.166666666666668
"아비게일, 요한, 키아라",16.142857142857142
"루크, 엘레나, 테오도르",11.846153846153847
"루크, 샬럿, 수아",21.916666666666668
"가넷, 시셀라, 엠마",15.0
"루크, 에키온, 현우",20.0
"매그너스, 엠마, 칼라",27.0
"나딘, 샬럿, 카밀로",18.75
"니키, 리다이린, 마르티나",16.666666666666668
"루크, 바바라, 키아라",14.4
"리오, 일레븐, 테오도르",17.0
"가넷, 쇼이치, 츠바메",20.8
"르노어, 에키온, 피올로",6.0
"버니스, 아르다, 아비게일",19.0
"매그너스, 셀린, 헤이즈",18.0
"레니, 매그너스, 얀",20.4
"다르코, 데비와 마를렌, 수아",7.0
"나딘, 라우라, 에키온",18.5
"나타폰, 매그너스, 쇼우",7.0
"나타폰, 마이, 아비게일",23.714285714285715
"마이, 얀, 유민",17.6
"비앙카, 엘레나, 테오도르",18.0
"데비와 마를렌, 에키온, 요한",18.0
"매그너스, 수아, 칼라",20.5
"데비와 마를렌, 바냐, 실비아",30.5
"루크, 마이, 유키",14.0
"다르코, 루크, 캐시",23.666666666666668
"가넷, 리다이린, 테오도르",21.5
"얀, 재키, 카티야",7.5
"라우라, 레녹스, 버니스",16.0
"레녹스, 엠마, 카티야",17.4
"샬럿, 아야, 이안",12.5
"다니엘, 바냐, 시셀라",38.0
"샬럿, 쇼우, 자히르",14.8
"리오, 이안, 현우",27.333333333333332
"레니, 바냐, 제니",18.0
"리오, 마커스, 펠릭스",10.2
"시셀라, 재키, 카밀로",15.0
"루크, 샬럿, 아디나",16.857142857142858
"루크, 시셀라, 이안",18.666666666666668
"매그너스, 아야, 재키",16.833333333333332
"데비와 마를렌, 아르다, 현우",13.4
"캐시, 키아라, 현우",7.0
"가넷, 수아, 아르다",18.0
"아이작, 피오라, 현우",15.5
"다니엘, 실비아, 엠마",19.666666666666668
"마이, 시셀라, 키아라",25.6
"다니엘, 아비게일, 제니",34.0
"버니스, 엘레나, 캐시",27.75
"라우라, 샬럿, 카밀로",20.7
"라우라, 리다이린, 셀린",19.5
"매그너스, 버니스, 알렉스",29.4
"다르코, 바바라, 헤이즈",10.0
"샬럿, 유민, 카티야",14.8
"다르코, 바냐, 카티야",20.0
"에이든, 테오도르, 헤이즈",12.0
"얀, 제니, 하트",34.0
"가넷, 엘레나, 하트",44.0
"가넷, 샬럿, 에이든",6.0
"이렘, 카밀로, 캐시",15.0
"나타폰, 엠마, 제니",31.0
"루크, 쇼이치, 윌리엄",18.2
"매그너스, 비앙카, 테오도르",13.5
"다르코, 수아, 엠마",23.666666666666668
"쇼이치, 유민, 카밀로",24.333333333333332
"아이작, 엠마, 유민",14.0
"매그너스, 아르다, 키아라",24.4
"바냐, 버니스, 엠마",15.5
"나딘, 라우라, 캐시",31.571428571428573
"쇼우, 카티야, 타지아",21.0
"띠아, 알렉스, 이바",28.0
"리오, 마커스, 피오라",17.333333333333332
"다니엘, 라우라, 루크",28.5
"매그너스, 아드리아나, 자히르",37.0
"알렉스, 엠마, 현우",13.6
"띠아, 아비게일, 현우",21.88888888888889
"마커스, 시셀라, 카밀로",26.5
"쇼우, 자히르, 키아라",8.5
"레온, 엠마, 피오라",5.5
"다르코, 리다이린, 헤이즈",15.8
"샬럿, 수아, 카밀로",17.333333333333332
"띠아, 아이솔, 알렉스",23.5
"루크, 에이든, 피오라",25.0
"쇼이치, 아이솔, 알렉스",21.333333333333332
"아비게일, 이렘, 테오도르",23.166666666666668
"마이, 아드리아나, 아야",14.0
"마이, 유민, 이안",10.666666666666666
"루크, 아디나, 얀",19.0
"가넷, 마커스, 아디나",4.0
"쇼이치, 엠마, 윌리엄",6.5
"레녹스, 아드리아나, 피올로",13.666666666666666
"다니엘, 레녹스, 츠바메",14.0
"다니엘, 루크, 얀",25.77777777777778
"시셀라, 이바, 일레븐",18.5
"아델라, 일레븐, 타지아",14.666666666666666
"나딘, 시셀라, 현우",22.5
"에키온, 카티야, 캐시",23.333333333333332
"에스텔, 유키, 펠릭스",46.0
"로지, 유민, 키아라",29.0
"아야, 일레븐, 클로에",31.5
"루크, 마르티나, 일레븐",27.0
"데비와 마를렌, 시셀라, 에키온",18.666666666666668
"츠바메, 카티야, 케네스",14.6
"쇼우, 아르다, 피오라",18.0
"아야, 알론소, 키아라",23.666666666666668
"마르티나, 매그너스, 쇼이치",19.5
"매그너스, 비앙카, 아비게일",16.666666666666668
"가넷, 데비와 마를렌, 카티야",17.08695652173913
"다니엘, 버니스, 시셀라",4.0
"매그너스, 아드리아나, 아비게일",22.25
"나타폰, 케네스, 키아라",12.75
"데비와 마를렌, 리오, 바냐",16.785714285714285
"아야, 에스텔, 케네스",12.0
"데비와 마를렌, 레니, 이안",12.4
"아비게일, 윌리엄, 케네스",11.0
"셀린, 아비게일, 엠마",54.0
"다르코, 에키온, 유민",17.285714285714285
"비앙카, 쇼이치, 피오라",15.5
"나타폰, 니키, 피올로",21.666666666666668
"로지, 일레븐, 피오라",22.0
"리오, 쇼이치, 케네스",9.75
"리오, 아델라, 엘레나",17.5
"샬럿, 이안, 키아라",29.25
"쇼이치, 에이든, 키아라",23.5
"루크, 시셀라, 아이솔",14.0
"데비와 마를렌, 비앙카, 아야",17.2
"아비게일, 아야, 알론소",15.142857142857142
"쇼우, 에키온, 제니",34.0
"라우라, 실비아, 에키온",23.0
"아비게일, 엘레나, 윌리엄",13.4
"마르티나, 알렉스, 피오라",38.0
"에스텔, 에키온, 이바",16.0
"르노어, 아이작, 키아라",22.0
"다니엘, 라우라, 아이솔",21.933333333333334
"쇼우, 이안, 카티야",25.666666666666668
"다니엘, 로지, 아비게일",23.0
"나딘, 유키, 츠바메",20.0
"리오, 엘레나, 엠마",18.833333333333332
"라우라, 마르티나, 테오도르",2.0
"레온, 수아, 아이솔",15.857142857142858
"가넷, 나타폰, 아이솔",16.375
"실비아, 아비게일, 유키",19.0
"데비와 마를렌, 에이든, 이바",5.0
"레온, 엠마, 케네스",27.333333333333332
"띠아, 레온, 아야",25.666666666666668
"레온, 카티야, 피올로",14.8
"쇼우, 윌리엄, 재키",14.0
"데비와 마를렌, 샬럿, 카티야",16.5
"다르코, 아야, 피올로",15.8
"나타폰, 다니엘, 카밀로",12.0
"마이, 바바라, 카티야",19.5
"아야, 알렉스, 카티야",29.0
"가넷, 아이솔, 유민",17.833333333333332
"라우라, 쇼이치, 헤이즈",16.083333333333332
"아르다, 윌리엄, 유키",27.0
"데비와 마를렌, 마르티나, 하트",5.0
"에이든, 자히르, 펠릭스",27.0
"나타폰, 에키온, 피오라",17.5
"라우라, 아디나, 아이작",32.4
"레온, 엘레나, 피오라",29.5
"샬럿, 얀, 에이든",29.0
"니키, 르노어, 이안",10.5
"루크, 리다이린, 바냐",19.666666666666668
"샬럿, 알론소, 윌리엄",0.0
"로지, 수아, 에스텔",12.666666666666666
"가넷, 데비와 마를렌, 시셀라",19.375
"데비와 마를렌, 쇼이치, 아이솔",13.4
"로지, 아드리아나, 재키",31.0
"리다이린, 리오, 제니",16.0
"루크, 아야, 자히르",12.0
"루크, 바냐, 아이솔",17.11111111111111
"라우라, 리오, 바바라",10.0
"레녹스, 리다이린, 엘레나",11.0
"바바라, 샬럿, 이안",52.0
"나딘, 마이, 카밀로",19.75
"매그너스, 아비게일, 테오도르",14.090909090909092
"데비와 마를렌, 라우라, 재키",15.5
"리오, 바바라, 재키",4.0
"가넷, 수아, 제니",13.5
"마르티나, 유키, 칼라",39.0
"나딘, 데비와 마를렌, 샬럿",10.666666666666666
"다르코, 엘레나, 클로에",19.25
"가넷, 루크, 쇼이치",14.444444444444445
"라우라, 마이, 카티야",17.655172413793103
"유민, 이바, 일레븐",15.166666666666666
"아르다, 클로에, 키아라",10.0
"니키, 로지, 리다이린",19.25
"시셀라, 케네스, 클로에",34.0
"레온, 케네스, 현우",2.0
"로지, 리다이린, 마이",24.0
"다니엘, 수아, 아델라",8.0
"리오, 마이, 혜진",22.88888888888889
"레녹스, 셀린, 엠마",15.0
"나타폰, 카티야, 프리야",26.5
"르노어, 에이든, 케네스",19.857142857142858
"다니엘, 루크, 피오라",30.9
"레온, 셀린, 키아라",13.0
"라우라, 샬럿, 아야",17.545454545454547
"레니, 수아, 타지아",16.0
"다르코, 실비아, 펠릭스",19.25
"레녹스, 얀, 헤이즈",10.0
"얀, 에이든, 테오도르",16.285714285714285
"카밀로, 케네스, 타지아",11.0
"샬럿, 아이솔, 칼라",20.0
"데비와 마를렌, 매그너스, 아디나",18.77777777777778
"버니스, 아야, 엠마",5.0
"실비아, 아비게일, 케네스",13.0
"리다이린, 셀린, 유키",15.0
"다르코, 매그너스, 이바",16.285714285714285
"데비와 마를렌, 아이솔, 재키",15.333333333333334
"아이솔, 에이든, 유민",27.5
"레녹스, 아이솔, 카티야",19.68421052631579
"데비와 마를렌, 아비게일, 칼라",5.5
"마이, 캐시, 테오도르",24.0
"루크, 츠바메, 피오라",22.625
"다르코, 아야, 윌리엄",11.5
"리오, 실비아, 유민",9.0
"샬럿, 이안, 카밀로",10.875
"다니엘, 다르코, 카티야",20.4
"바바라, 아델라, 엘레나",7.5
"니키, 클로에, 키아라",26.0
"니키, 데비와 마를렌, 카티야",16.944444444444443
"리오, 쇼우, 아드리아나",22.0
"나딘, 아이솔, 현우",3.6666666666666665
"데비와 마를렌, 수아, 제니",23.0
"엘레나, 케네스, 하트",9.5
"다니엘, 유민, 캐시",26.0
"마이, 바냐, 아야",17.857142857142858
"다니엘, 아델라, 아이작",20.0
"다르코, 마커스, 윌리엄",21.0
"니키, 아야, 헤이즈",19.75
"수아, 엘레나, 카티야",16.416666666666668
"다니엘, 아야, 현우",29.5
"라우라, 바냐, 쇼이치",17.166666666666668
"나타폰, 이바, 현우",31.5
"니키, 리오, 현우",18.0
"데비와 마를렌, 비앙카, 캐시",20.25
"아비게일, 아야, 엘레나",20.5
"에키온, 카밀로, 현우",52.0
"띠아, 라우라, 피올로",19.0
"마르티나, 에키온, 피올로",16.5
"바냐, 요한, 헤이즈",22.0
"띠아, 라우라, 아이솔",30.857142857142858
"샬럿, 알렉스, 윌리엄",12.0
"마이, 바냐, 이안",14.0
"다니엘, 레녹스, 아델라",16.0
"다니엘, 시셀라, 에이든",23.0
"수아, 에키온, 이렘",29.428571428571427
"루크, 매그너스, 이안",14.666666666666666
"아델라, 알렉스, 케네스",16.2
"마커스, 케네스, 테오도르",23.625
"레온, 마르티나, 에이든",16.0
"아드리아나, 아이솔, 일레븐",16.25
"루크, 마커스, 타지아",13.0
"마이, 츠바메, 테오도르",23.25
"데비와 마를렌, 셀린, 에스텔",22.0
"데비와 마를렌, 자히르, 캐시",20.75
"매그너스, 샬럿, 캐시",21.5
"데비와 마를렌, 실비아, 칼라",4.0
"루크, 아야, 엘레나",18.833333333333332
"다니엘, 루크, 아드리아나",12.333333333333334
"띠아, 바냐, 케네스",13.666666666666666
"다르코, 수아, 얀",24.0
"마르티나, 비앙카, 일레븐",17.5
"나타폰, 카티야, 헤이즈",13.666666666666666
"다니엘, 루크, 카밀로",57.0
"아비게일, 유민, 현우",13.777777777777779
"로지, 리오, 엘레나",19.0
"매그너스, 엠마, 유키",16.5
"레온, 아디나, 카티야",11.333333333333334
"데비와 마를렌, 띠아, 칼라",14.333333333333334
"아드리아나, 아비게일, 윌리엄",21.0
"데비와 마를렌, 시셀라, 에스텔",19.25
"데비와 마를렌, 바냐, 이안",20.6
"비앙카, 아야, 얀",21.75
"엠마, 카티야, 캐시",12.0
"라우라, 로지, 에스텔",7.0
"데비와 마를렌, 아야, 캐시",18.77777777777778
"나딘, 마이, 현우",28.666666666666668
"띠아, 에스텔, 츠바메",33.0
"레니, 리다이린, 카티야",7.75
"루크, 르노어, 재키",16.2
"수아, 아비게일, 자히르",8.333333333333334
"데비와 마를렌, 에키온, 헤이즈",14.666666666666666
"라우라, 레녹스, 쇼이치",9.0
"시셀라, 카티야, 현우",24.333333333333332
"마이, 셀린, 아비게일",27.25
"매그너스, 유민, 현우",18.333333333333332
"다르코, 바냐, 비앙카",11.666666666666666
"데비와 마를렌, 아이작, 유민",16.5
"가넷, 띠아, 캐시",22.6
"로지, 샬럿, 쇼이치",20.5
"시셀라, 아디나, 펠릭스",38.0
"에키온, 츠바메, 헤이즈",36.0
"리다이린, 아야, 알렉스",12.0
"아드리아나, 아이솔, 알론소",16.833333333333332
"매그너스, 아이솔, 유민",18.166666666666668
"띠아, 수아, 아디나",18.0
"샬럿, 수아, 유민",20.8
"레녹스, 르노어, 유민",7.75
"나타폰, 얀, 에이든",11.5
"라우라, 루크, 샬럿",12.115384615384615
"레니, 루크, 비앙카",10.142857142857142
"레녹스, 수아, 헤이즈",13.777777777777779
"마커스, 엘레나, 유민",23.5
"데비와 마를렌, 카티야, 펠릭스",17.727272727272727
"레온, 로지, 에키온",21.0
"가넷, 로지, 아드리아나",25.333333333333332
"아비게일, 에이든, 피올로",18.666666666666668
"가넷, 라우라, 테오도르",14.88888888888889
"쇼우, 수아, 아델라",3.6666666666666665
"비앙카, 얀, 윌리엄",20.5
"마르티나, 쇼이치, 에이든",16.0
"레온, 아르다, 케네스",13.0
"이바, 이안, 펠릭스",14.0
"쇼이치, 알렉스, 캐시",14.75
"루크, 샬럿, 이렘",7.636363636363637
"데비와 마를렌, 리오, 케네스",13.444444444444445
"가넷, 셀린, 유민",19.5
"나딘, 마이, 마커스",6.5
"매그너스, 재키, 키아라",46.0
"루크, 유키, 카밀로",15.6
"마이, 유키, 케네스",18.5
"레온, 마이, 시셀라",18.2
"아델라, 아비게일, 얀",18.0
"니키, 쇼이치, 윌리엄",9.75
"비앙카, 케네스, 펠릭스",13.5
"바냐, 엠마, 현우",13.333333333333334
"마커스, 샬럿, 자히르",25.5
"니키, 아르다, 피오라",10.25
"가넷, 라우라, 유민",19.833333333333332
"수아, 캐시, 하트",12.5
"니키, 쇼이치, 시셀라",13.166666666666666
"루크, 리다이린, 실비아",20.25
"띠아, 쇼이치, 캐시",27.75
"쇼이치, 아이솔, 아이작",17.285714285714285
"데비와 마를렌, 아이작, 알렉스",14.0
"띠아, 실비아, 유키",7.0
"아야, 에스텔, 현우",19.0
"나딘, 다르코, 리오",13.0
"루크, 르노어, 얀",17.733333333333334
"아르다, 얀, 에이든",25.8
"나타폰, 라우라, 피오라",22.333333333333332
"리오, 버니스, 알론소",19.666666666666668
"마이, 샬럿, 에이든",20.0
"매그너스, 에키온, 자히르",18.666666666666668
"마이, 쇼이치, 츠바메",19.22222222222222
"데비와 마를렌, 수아, 엠마",17.0
"루크, 셀린, 에키온",7.666666666666667
"니키, 에이든, 칼라",12.0
"아델라, 윌리엄, 현우",30.0
"가넷, 라우라, 아야",19.363636363636363
"라우라, 쇼우, 이바",16.75
"마이, 아이솔, 테오도르",16.25
"리다이린, 엘레나, 칼라",40.0
"로지, 유키, 캐시",21.916666666666668
"가넷, 아디나, 카티야",14.909090909090908
"라우라, 바바라, 피올로",15.25
"라우라, 아이작, 재키",15.857142857142858
"샬럿, 유민, 클로에",36.0
"아비게일, 아야, 유키",12.692307692307692
"마이, 제니, 카티야",27.428571428571427
"리오, 수아, 알렉스",17.2
"라우라, 리오, 에스텔",15.333333333333334
"아델라, 윌리엄, 일레븐",25.5
"니키, 재키, 카밀로",31.333333333333332
"아비게일, 일레븐, 피올로",27.0
"마이, 이바, 키아라",11.0
"루크, 알론소, 헤이즈",19.90909090909091
"가넷, 수아, 하트",20.4
"레니, 바바라, 아디나",13.0
"르노어, 마커스, 아디나",4.0
"다르코, 알렉스, 혜진",10.0
"레녹스, 리오, 유민",9.4
"알론소, 카티야, 칼라",17.88888888888889
"케네스, 펠릭스, 혜진",17.0
"쇼이치, 키아라, 피오라",25.333333333333332
"다르코, 띠아, 쇼우",12.0
"아드리아나, 아비게일, 유키",12.666666666666666
"마커스, 매그너스, 아야",15.6
"다르코, 유민, 재키",5.75
"레녹스, 요한, 카밀로",10.0
"나타폰, 쇼우, 카티야",33.0
"레녹스, 셀린, 아이솔",21.0
"리다이린, 쇼우, 테오도르",36.0
"마르티나, 쇼이치, 타지아",22.5
"데비와 마를렌, 에스텔, 자히르",33.2
"가넷, 아이솔, 이렘",14.666666666666666
"아야, 유키, 캐시",17.5
"버니스, 아야, 캐시",16.0
"얀, 클로에, 피오라",41.0
"시셀라, 에스텔, 테오도르",33.5
"레니, 자히르, 카밀로",22.0
"수아, 아르다, 카밀로",7.5
"루크, 바냐, 카밀로",13.8
"라우라, 루크, 자히르",21.285714285714285
"마이, 셀린, 케네스",14.4
"레녹스, 루크, 테오도르",9.666666666666666
"아비게일, 아이솔, 재키",19.3
"레녹스, 아야, 현우",16.0
"아이솔, 에스텔, 유민",16.0
"쇼이치, 일레븐, 카티야",10.5
"리오, 마커스, 프리야",21.25
"나딘, 바바라, 하트",15.0
"비앙카, 수아, 피올로",23.4
"데비와 마를렌, 아디나, 유민",14.666666666666666
"로지, 루크, 자히르",8.5
"쇼이치, 아디나, 일레븐",29.5
"레니, 아이작, 츠바메",12.0
"나타폰, 띠아, 피오라",2.0
"엘레나, 카티야, 테오도르",26.0
"리다이린, 아비게일, 알렉스",24.5
"아이솔, 엠마, 하트",34.0
"마커스, 아이솔, 칼라",19.333333333333332
"라우라, 칼라, 케네스",21.0
"라우라, 샬럿, 에이든",19.5
"다르코, 로지, 피오라",10.5
"아비게일, 알론소, 하트",12.0
"리다이린, 아델라, 엘레나",46.0
"샬럿, 케네스, 헤이즈",14.833333333333334
"버니스, 시셀라, 엘레나",7.333333333333333
"얀, 유키, 하트",13.0
"가넷, 리오, 키아라",13.0
"나타폰, 다르코, 일레븐",13.0
"루크, 실비아, 자히르",12.5
"가넷, 알렉스, 헤이즈",18.90909090909091
"리다이린, 마이, 카티야",17.071428571428573
"다르코, 일레븐, 카티야",13.916666666666666
"리오, 쇼이치, 엘레나",13.625
"실비아, 아야, 피오라",22.5
"다니엘, 아델라, 이안",32.0
"매그너스, 아비게일, 얀",17.333333333333332
"루크, 마이, 에이든",21.5
"루크, 바냐, 캐시",19.142857142857142
"에키온, 엠마, 칼라",20.0
"니키, 르노어, 유키",4.666666666666667
"데비와 마를렌, 에이든, 헤이즈",13.545454545454545
"가넷, 비앙카, 츠바메",28.666666666666668
"아드리아나, 에스텔, 칼라",45.5
"니키, 쇼이치, 자히르",13.5
"라우라, 아야, 알렉스",18.866666666666667
"셀린, 에스텔, 칼라",25.0
"로지, 케네스, 펠릭스",11.0
"수아, 실비아, 이바",23.0
"라우라, 아야, 에이든",7.75
"니키, 다르코, 츠바메",10.375
"로지, 아비게일, 알렉스",21.0
"가넷, 나타폰, 다르코",13.0
"비앙카, 얀, 일레븐",0.0
"나딘, 아르다, 아이작",11.0
"레니, 얀, 엘레나",2.0
"다르코, 아야, 헤이즈",10.833333333333334
"가넷, 츠바메, 헤이즈",21.142857142857142
"가넷, 알렉스, 프리야",10.0
"바냐, 얀, 요한",24.0
"시셀라, 얀, 케네스",17.153846153846153
"로지, 에스텔, 엠마",14.25
"마이, 매그너스, 얀",25.5
"니키, 다르코, 이렘",29.0
"데비와 마를렌, 쇼우, 윌리엄",17.833333333333332
"비앙카, 수아, 에이든",33.8
"다르코, 쇼이치, 키아라",19.666666666666668
"로지, 유키, 테오도르",13.333333333333334
"리다이린, 일레븐, 카티야",9.142857142857142
"셀린, 유민, 이렘",21.0
"리오, 아비게일, 카밀로",7.0
"쇼이치, 수아, 알론소",19.0
"나딘, 에이든, 카티야",2.0
"셀린, 수아, 아드리아나",10.0
"매그너스, 엠마, 재키",10.5
"아이솔, 이바, 카티야",10.0
"데비와 마를렌, 아야, 케네스",16.238095238095237
"마커스, 아야, 클로에",27.666666666666668
"엠마, 케네스, 타지아",16.666666666666668
"로지, 르노어, 에키온",31.666666666666668
"실비아, 아비게일, 피오라",16.5
"니키, 르노어, 알렉스",9.0
"로지, 마커스, 자히르",4.0
"가넷, 쇼이치, 자히르",16.714285714285715
"마이, 카밀로, 카티야",17.75
"다니엘, 엘레나, 엠마",22.0
"니키, 다니엘, 에이든",25.0
"로지, 루크, 아디나",35.666666666666664
"루크, 바냐, 케네스",18.545454545454547
"비앙카, 일레븐, 테오도르",10.5
"아야, 유민, 이바",19.0
"로지, 마커스, 타지아",9.2
"띠아, 루크, 키아라",10.333333333333334
"알론소, 얀, 유민",26.0
"로지, 실비아, 케네스",22.0
"루크, 테오도르, 현우",18.25
"마르티나, 마이, 아비게일",15.0
"쇼우, 아디나, 자히르",37.5
"리오, 수아, 이안",29.75
"시셀라, 케네스, 하트",17.75
"루크, 테오도르, 피올로",28.444444444444443
"라우라, 에이든, 케네스",17.333333333333332
"아이솔, 에스텔, 에이든",10.0
"아이작, 유키, 타지아",10.0
"나딘, 니키, 케네스",9.8
"쇼우, 아야, 츠바메",27.0
"마르티나, 비앙카, 아야",33.0
"루크, 재키, 현우",18.714285714285715
"비앙카, 얀, 현우",20.714285714285715
"샬럿, 얀, 피오라",15.0
"다르코, 루크, 요한",20.25
"데비와 마를렌, 리다이린, 비앙카",18.0
"에키온, 피올로, 헤이즈",27.0
"리오, 유키, 이바",15.5
"데비와 마를렌, 이안, 캐시",14.5
"마이, 이안, 혜진",21.0
"요한, 타지아, 펠릭스",29.5
"아드리아나, 알렉스, 이안",8.0
"리오, 마이, 카밀로",19.05
"매그너스, 쇼우, 현우",10.0
"루크, 유키, 케네스",29.666666666666668
"가넷, 다르코, 수아",48.0
"다니엘, 버니스, 유키",28.666666666666668
"레녹스, 버니스, 아드리아나",15.0
"수아, 실비아, 얀",17.571428571428573
"마이, 아이솔, 카밀로",19.444444444444443
"리다이린, 윌리엄, 재키",12.333333333333334
"루크, 리다이린, 자히르",14.2
"라우라, 리다이린, 헤이즈",14.625
"레녹스, 아이솔, 에이든",27.0
"라우라, 알론소, 테오도르",20.5
"다르코, 아드리아나, 자히르",31.0
